¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),∞≠ºˆ∑Æ(mm),«≥º”(m/s),Ω¿µµ(%),«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,¿˚º≥(cm),¿¸øÓ∑Æ(10∫–¿ß),¡ﬂ«œ√˛øÓ∑Æ(10∫–¿ß),øÓ«¸(øÓ«¸æ‡æÓ),√÷¿˙øÓ∞Ì(100m ),¡ˆ∏ÈªÛ≈¬(¡ˆ∏ÈªÛ≈¬ƒ⁄µÂ),¡ˆ∏Èø¬µµ(°∆C),¡ˆ∏Èø¬µµ QC«√∑°±◊,5cm ¡ˆ¡ﬂø¬µµ(°∆C),10cm ¡ˆ¡ﬂø¬µµ(°∆C),20cm ¡ˆ¡ﬂø¬µµ(°∆C),30cm ¡ˆ¡ﬂø¬µµ(°∆C)
184,¡¶¡÷,2025-01-31 14:00,14.7,,2.6,43,1020.8,,1023.3,,,8,3,AcCi,34,,20.7,0,9.9,7.1,8.4,6.6
184,¡¶¡÷,2025-01-31 15:00,12.8,,3.9,50,1019.4,,1021.9,,,9,9,Ac,35,,15.9,,10.5,7.9,8.9,6.6
184,¡¶¡÷,2025-01-31 16:00,11.8,,1.4,53,1019.3,,1021.8,,,10,10,As,32,,13.5,,10.2,8.3,9.4,6.7
184,¡¶¡÷,2025-01-31 17:00,12.1,,1.9,49,1019.4,,1021.9,,,10,3,ScAs,15,,12.2,,9.9,8.4,9.7,6.8
184,¡¶¡÷,2025-01-31 18:00,10.8,0,5.1,60,1018.8,,1021.3,,,10,2,ScAs,12,,10.7,,9.6,8.5,10,6.9
184,¡¶¡÷,2025-01-31 19:00,10.5,,4.2,61,1019.4,,1021.9,,,10,6,ScAs,10,,10,,9.3,8.4,10.1,7
184,¡¶¡÷,2025-01-31 20:00,10.3,,3.8,68,1019.5,,1022,,,10,8,StNs,8,,9.2,,9.1,8.3,10.2,7.1
184,¡¶¡÷,2025-01-31 21:00,10.3,0,4,68,1019.9,,1022.4,,,10,8,StNs,7,,8.9,,8.9,8.2,10.2,7.2
184,¡¶¡÷,2025-01-31 22:00,9.9,,3.9,72,1019.2,,1021.7,,,10,8,StNs,8,,8.7,,8.8,8.2,10.2,7.3
184,¡¶¡÷,2025-01-31 23:00,9.7,,3.1,75,1018.7,,1021.2,,,10,8,StNs,8,,8.6,,8.7,8.1,10.3,7.4
184,¡¶¡÷,2025-02-01 0:00,10,0,3.6,73,1017.9,,1020.4,,,10,9,StNs,8,,8.5,,8.7,8.1,10.3,7.5
184,¡¶¡÷,2025-02-01 1:00,9.9,,3.8,76,1017.4,,1019.9,,,10,8,StNs,9,,8.6,,8.6,8.1,10.3,7.5
184,¡¶¡÷,2025-02-01 2:00,10,,4.5,70,1016.6,,1019.1,,,10,8,StNs,7,,8.4,,8.6,8.1,10.3,7.6
184,¡¶¡÷,2025-02-01 3:00,9.4,1,3.7,77,1016.1,,1018.6,,,10,9,StNs,6,,8.4,,8.5,8.1,10.3,7.6
184,¡¶¡÷,2025-02-01 4:00,9.1,,3.7,81,1014.9,,1017.4,,,10,9,StNs,6,,8.4,,8.5,8,10.3,7.6
184,¡¶¡÷,2025-02-01 5:00,9.6,,3.5,82,1014.6,,1017.1,,,10,9,StNs,6,,8.6,,8.5,8,10.3,7.7
184,¡¶¡÷,2025-02-01 6:00,9.6,4.4,3.6,84,1013.8,,1016.3,,,10,9,StNs,5,,8.9,,8.6,8,10.3,7.7
184,¡¶¡÷,2025-02-01 7:00,9.6,,3.5,84,1013.2,,1015.7,,,10,9,StNs,4,,9,,8.6,8.1,10.3,7.8
184,¡¶¡÷,2025-02-01 8:00,9.7,,4.1,85,1013.2,,1015.7,,,10,9,StNs,3,,9.1,,8.7,8.2,10.4,7.8
184,¡¶¡÷,2025-02-01 9:00,9.6,14.1,4.6,86,1011.7,,1014.2,,,10,8,StNs,3,,9.2,,8.8,8.2,10.4,7.8
184,¡¶¡÷,2025-02-01 10:00,9.3,,6.9,85,1012.2,,1014.7,,,10,9,StNs,3,,9.2,,8.9,8.3,10.4,7.8
184,¡¶¡÷,2025-02-01 11:00,9,,6.9,85,1011.9,,1014.4,,,10,8,StNs,3,,9.2,,8.9,8.4,10.5,7.8
184,¡¶¡÷,2025-02-01 12:00,8.5,16,10.3,82,1012.9,,1015.4,,,10,10,StNs,3,,9,,8.9,8.4,10.6,7.9
184,¡¶¡÷,2025-02-01 13:00,8,,9.7,77,1013.3,,1015.9,,,9,9,StNs,4,,8.7,,8.8,8.4,10.6,7.9
184,¡¶¡÷,2025-02-01 14:00,7.9,,6.3,81,1013.1,,1015.7,,,10,9,StNs,3,,9,,8.7,8.4,10.6,7.9
184,¡¶¡÷,2025-02-01 15:00,7.7,4.5,8.4,81,1013.2,,1015.8,,,10,8,StNs,3,,8.6,,8.7,8.4,10.6,7.9
184,¡¶¡÷,2025-02-01 16:00,7.9,,5.1,82,1013.7,,1016.3,,,10,9,StNs,4,,8.6,,8.7,8.4,10.6,7.9
184,¡¶¡÷,2025-02-01 17:00,8.2,,4.4,80,1013.9,,1016.5,,,10,8,ScAs,6,,8.4,,8.6,8.4,10.6,8
184,¡¶¡÷,2025-02-01 18:00,8.2,0.3,7.3,77,1014.5,,1017.1,,,10,8,ScAs,6,,7.9,,8.6,8.3,10.6,8
184,¡¶¡÷,2025-02-01 19:00,8.1,,5.6,77,1014.4,,1017,,,10,10,,5,,7.6,,8.5,8.3,10.6,8
184,¡¶¡÷,2025-02-01 20:00,8.1,,5,76,1014.7,,1017.3,,,10,10,,5,,7.5,,8.4,8.2,10.6,8
184,¡¶¡÷,2025-02-01 21:00,8.2,,4.2,75,1015,,1017.6,,,10,9,ScAs,8,,7.5,,8.3,8.2,10.6,8
184,¡¶¡÷,2025-02-01 22:00,8.5,,3.6,73,1015.3,,1017.9,,,10,10,,6,,7.5,,8.3,8.1,10.5,8
184,¡¶¡÷,2025-02-01 23:00,8.7,,2.8,73,1015.9,,1018.5,,,10,10,,6,,7.6,,8.3,8.1,10.5,8.1
184,¡¶¡÷,2025-02-02 0:00,9,,4.9,72,1015.6,,1018.1,,,10,9,ScAs,8,,7.6,,8.3,8,10.5,8.1
184,¡¶¡÷,2025-02-02 1:00,8.8,,5.6,77,1016.4,,1019,,,10,10,,5,,7.7,,8.3,8,10.5,8
184,¡¶¡÷,2025-02-02 2:00,8.6,,5.8,76,1016.4,,1019,,,8,8,,5,,7.6,,8.3,8,10.5,8
184,¡¶¡÷,2025-02-02 3:00,8.7,,4.9,73,1016.2,,1018.8,,,9,8,ScCi,10,,7.6,,8.2,8,10.4,8
184,¡¶¡÷,2025-02-02 4:00,8.7,,3.7,72,1015.8,,1018.4,,,9,8,ScCi,9,,7.5,,8.2,8,10.4,8.1
184,¡¶¡÷,2025-02-02 5:00,8.8,,3.1,71,1015.4,,1017.9,,,9,8,ScCi,9,,7.4,,8.2,8,10.4,8
184,¡¶¡÷,2025-02-02 6:00,8.8,,3.2,73,1015.8,,1018.4,,,9,8,ScCi,9,,7.5,,8.2,8,10.4,8
184,¡¶¡÷,2025-02-02 7:00,8.6,,3.9,74,1015.2,,1017.8,,,8,7,ScCi,10,,7.4,,8.1,7.9,10.4,8
184,¡¶¡÷,2025-02-02 8:00,8.4,,5.2,73,1014.7,,1017.3,,,9,8,ScCi,10,,7.3,,8.1,7.9,10.4,8
184,¡¶¡÷,2025-02-02 9:00,8.7,,3.9,68,1014.7,,1017.2,,,9,7,ScCi,10,,8.3,,8.2,7.9,10.4,8
184,¡¶¡÷,2025-02-02 10:00,8.9,,3.2,65,1016.2,,1018.8,,,9,3,AcCs,36,,10,,8.4,8,10.3,8
184,¡¶¡÷,2025-02-02 11:00,9.6,,3,60,1017.4,,1019.9,,,10,1,ScAcCs,10,,12.3,,9.1,8.2,10.4,8
184,¡¶¡÷,2025-02-02 12:00,10.6,,4.1,55,1016.9,,1019.4,,,9,8,ScCi,11,,16.5,,9.9,8.5,10.5,8.1
184,¡¶¡÷,2025-02-02 13:00,11,,3.6,51,1015.7,,1018.2,,,4,4,Sc,11,,18.4,,11.2,9.1,10.7,8.1
184,¡¶¡÷,2025-02-02 14:00,11,,3.3,47,1014.6,,1017.1,,,6,0,Ci,,,17.5,,12,9.8,11,8.1
184,¡¶¡÷,2025-02-02 15:00,10.9,,2.8,45,1014.1,,1016.6,,,7,0,Ci,,,16.3,,12.4,10.4,11.4,8.2
184,¡¶¡÷,2025-02-02 16:00,10,,2.8,45,1014.7,,1017.2,,,8,0,Ci,,,13.6,,12.3,10.7,11.7,8.2
184,¡¶¡÷,2025-02-02 17:00,8.8,,2.6,52,1014.7,,1017.2,,,10,8,AcCs,35,,11,,11.7,10.7,12,8.3
184,¡¶¡÷,2025-02-02 18:00,8.2,,3,55,1014.8,,1017.4,,,10,0,Cs,,,9,,11,10.5,12.1,8.4
184,¡¶¡÷,2025-02-02 19:00,8,,2.8,55,1014.8,,1017.4,,,9,1,,10,,7.9,,10.5,10.3,12.2,8.5
184,¡¶¡÷,2025-02-02 20:00,7.6,,3.4,52,1015.6,,1018.2,,,7,7,,75,,6.7,,9.9,10,12.1,8.6
184,¡¶¡÷,2025-02-02 21:00,7.1,,4.1,49,1016.4,,1019,,,4,0,Ci,,,5.8,,9.4,9.7,12,8.7
184,¡¶¡÷,2025-02-02 22:00,6.8,,3.2,58,1016.7,,1019.3,,,9,1,,10,,5.6,,9,9.3,11.9,8.8
184,¡¶¡÷,2025-02-02 23:00,6.7,,2.7,59,1016.5,,1019.1,,,8,2,,60,,5.5,,8.7,9,11.7,8.8
184,¡¶¡÷,2025-02-03 0:00,6.9,,4,65,1017,,1019.6,,,9,9,Sc,7,,6.3,,8.5,8.8,11.5,8.8
184,¡¶¡÷,2025-02-03 1:00,7.1,,4.6,65,1017.2,,1019.8,,,10,10,,8,,6.4,,8.4,8.7,11.4,8.8
184,¡¶¡÷,2025-02-03 2:00,7.2,,5.5,63,1017.6,,1020.2,,,10,10,,8,,6.5,,8.3,8.5,11.3,8.8
184,¡¶¡÷,2025-02-03 3:00,7.2,,5.6,56,1016.5,,1019.1,,,10,8,ScAs,12,,6.2,,8.2,8.5,11.2,8.8
184,¡¶¡÷,2025-02-03 4:00,7.5,,6.4,62,1016.7,,1019.3,,,10,8,ScAs,9,,6.4,,8.1,8.3,11,8.8
184,¡¶¡÷,2025-02-03 5:00,6.8,,7.1,67,1016.7,,1019.3,,,10,8,ScAs,7,,6.2,,8,8.2,11,8.7
184,¡¶¡÷,2025-02-03 6:00,6.9,0,5.5,68,1016,,1018.6,,,10,9,ScAs,7,,6.2,,7.9,8.2,10.9,8.7
184,¡¶¡÷,2025-02-03 7:00,6.8,,6.6,64,1016.9,,1019.5,,,10,8,ScAs,9,,5.9,,7.8,8,10.8,8.7
184,¡¶¡÷,2025-02-03 8:00,6.2,,7.3,49,1017.9,,1020.5,,,8,7,ScCi,10,,5.5,,7.6,7.9,10.7,8.6
184,¡¶¡÷,2025-02-03 9:00,5.7,0,7.6,61,1018.7,,1021.3,,,10,8,ScAs,9,,5.8,,7.5,7.8,10.6,8.6
184,¡¶¡÷,2025-02-03 10:00,5.2,,7.6,47,1019.4,,1022,,,9,8,ScCi,10,,7,,7.4,7.7,10.5,8.6
184,¡¶¡÷,2025-02-03 11:00,5.3,,6.3,46,1019.7,,1022.3,,,9,9,Sc,11,,8.6,,7.6,7.7,10.5,8.5
184,¡¶¡÷,2025-02-03 12:00,4.8,0,7.6,48,1019.1,,1021.7,,,9,9,Sc,11,,9.1,,7.8,7.8,10.4,8.5
184,¡¶¡÷,2025-02-03 13:00,4.5,,7.6,49,1018.4,,1021,,,9,9,CuSc,7,,9,,7.9,7.8,10.4,8.5
184,¡¶¡÷,2025-02-03 14:00,4.2,,6.4,57,1017.7,,1020.3,,,9,9,CuSc,7,,8.1,,7.8,7.9,10.4,8.4
184,¡¶¡÷,2025-02-03 15:00,3.8,0,8.6,50,1017.8,,1020.4,,,8,8,CuSc,7,,8,,7.7,7.9,10.4,8.4
184,¡¶¡÷,2025-02-03 16:00,3.5,,8.1,54,1018.1,,1020.7,,,9,9,CuSc,8,,7.1,,7.5,7.8,10.4,8.4
184,¡¶¡÷,2025-02-03 17:00,3.2,,8,57,1019,,1021.6,,,8,8,CuSc,8,,5.7,,7.2,7.7,10.4,8.4
184,¡¶¡÷,2025-02-03 18:00,3.2,0,7.8,61,1019.2,,1021.8,,,8,8,CuSc,7,,4.6,,6.9,7.5,10.3,8.3
184,¡¶¡÷,2025-02-03 19:00,3.3,,7,55,1019.1,,1021.7,,,7,7,CuSc,7,,3.4,,6.5,7.3,10.2,8.4
184,¡¶¡÷,2025-02-03 20:00,3.6,,7.7,44,1018.6,,1021.2,,,8,8,CuSc,8,,3.2,,6.3,7.1,10.1,8.3
184,¡¶¡÷,2025-02-03 21:00,3.9,0,7.9,46,1018.5,,1021.1,,,6,6,CuSc,8,,3.5,,6.1,6.8,10,8.3
184,¡¶¡÷,2025-02-03 22:00,2.8,,7.7,64,1018.9,,1021.5,,,4,4,CuSc,7,,2.4,,5.8,6.7,9.8,8.2
184,¡¶¡÷,2025-02-03 23:00,1.8,,7.2,77,1019.3,,1021.9,,0.7,8,8,CuSc,6,,1.7,,5.6,6.5,9.7,8.2
184,¡¶¡÷,2025-02-04 0:00,1,1.5,7.9,79,1019.5,,1022.1,,0.5,8,8,CuSc,6,,1.2,,5.3,6.3,9.5,8.1
184,¡¶¡÷,2025-02-04 1:00,0.9,,7.3,82,1019.6,,1022.2,,1,9,9,CuSc,5,,1.1,,5.1,6.1,9.4,8.1
184,¡¶¡÷,2025-02-04 2:00,1.2,,10.2,69,1019.1,,1021.7,,1.3,9,9,CuSc,6,,1.1,,4.9,5.9,9.2,8
184,¡¶¡÷,2025-02-04 3:00,1.5,0.9,8.7,54,1018.9,,1021.5,,1.3,5,5,CuSc,8,,1.2,,4.8,5.8,9.1,8
184,¡¶¡÷,2025-02-04 4:00,1.7,,8.2,53,1018.2,,1020.8,,1.3,9,9,CuSc,8,,1.1,,4.6,5.7,8.9,7.9
184,¡¶¡÷,2025-02-04 5:00,1.5,,7.9,57,1017.4,,1020,,1.1,8,8,CuSc,8,,1.1,,4.5,5.5,8.8,7.9
184,¡¶¡÷,2025-02-04 6:00,0.9,0.1,6.7,75,1017.3,,1019.9,,1.6,9,9,CuSc,5,,1,,4.4,5.4,8.7,7.8
184,¡¶¡÷,2025-02-04 7:00,0.9,,9,78,1017.6,,1020.2,,1.9,9,9,CuSc,7,,1,,4.4,5.3,8.6,7.7
184,¡¶¡÷,2025-02-04 8:00,0.7,,8.6,76,1018.1,,1020.7,,2,9,9,CuSc,6,,1,,4.3,5.3,8.5,7.7
184,¡¶¡÷,2025-02-04 9:00,0.8,0.8,8.3,75,1018.6,,1021.2,,1.9,7,7,CuSc,5,,1,,4.3,5.2,8.4,7.6
184,¡¶¡÷,2025-02-04 10:00,0.5,,8.6,71,1019.3,,1021.9,,1.9,9,9,CuSc,5,,1.1,,4.3,5.1,8.3,7.6
184,¡¶¡÷,2025-02-04 11:00,0.6,,9,69,1019.2,,1021.8,,1.6,9,9,CuSc,5,,1.2,,4.3,5.1,8.3,7.5
184,¡¶¡÷,2025-02-04 12:00,-0.2,0.4,6.1,80,1018.5,,1021.1,,2.2,9,9,CuSc,4,,1,,4.2,5,8.2,7.4
184,¡¶¡÷,2025-02-04 13:00,1.3,,9,69,1017.8,,1020.4,,2,9,9,CuSc,5,,3,,4.3,5,8.2,7.4
184,¡¶¡÷,2025-02-04 14:00,1.4,,7.4,58,1016.8,,1019.4,,1.8,9,9,CuSc,5,,3.5,,4.3,5,8.1,7.4
184,¡¶¡÷,2025-02-04 15:00,2,0.1,7.5,59,1016.4,,1019,,1.3,9,9,CuSc,7,,4.4,,4.4,5,8.1,7.3
184,¡¶¡÷,2025-02-04 16:00,2.2,,7.4,57,1016.4,,1019,,0.9,9,9,CuSc,7,,3.9,,4.4,5,8.1,7.3
184,¡¶¡÷,2025-02-04 17:00,2,,8.6,55,1016.5,,1019.1,,0.9,9,9,CuSc,7,,2.6,,4.4,5,8.1,7.2
184,¡¶¡÷,2025-02-04 18:00,1.7,0,7.2,54,1016.6,,1019.2,,0.8,8,8,CuSc,8,,1.3,,4.3,5,8,7.1
184,¡¶¡÷,2025-02-04 19:00,1.9,,6.2,56,1016.9,,1019.5,,0.8,7,7,,10,,0.8,,4.1,4.9,8,7.1
184,¡¶¡÷,2025-02-04 20:00,2.1,,7.8,48,1017.3,,1019.9,,0.7,8,8,Sc,12,,0.8,,4,4.8,7.9,7.1
184,¡¶¡÷,2025-02-04 21:00,2,0,7.1,54,1017.5,,1020.1,,0.7,9,9,Sc,12,,0.9,,3.9,4.7,7.8,7.1
184,¡¶¡÷,2025-02-04 22:00,1.9,,6.9,55,1017.6,,1020.2,,0.7,9,9,,11,,0.9,,3.8,4.6,7.8,7
184,¡¶¡÷,2025-02-04 23:00,2,,7.9,53,1017.6,,1020.2,,,8,8,,11,,0.8,,3.7,4.5,7.7,7
184,¡¶¡÷,2025-02-05 0:00,2,,7.4,62,1017.4,,1020,,,7,7,Sc,10,,0.8,,3.7,4.4,7.6,6.9
184,¡¶¡÷,2025-02-05 1:00,1.7,,7.5,54,1017.4,,1020,,0.7,8,8,Sc,10,,0.7,,3.6,4.3,7.5,6.9
184,¡¶¡÷,2025-02-05 2:00,1.8,,7.3,51,1017.3,,1019.9,,0.6,9,9,Sc,11,,0.7,,3.5,4.2,7.5,6.8
184,¡¶¡÷,2025-02-05 3:00,1.6,0,5.6,50,1017,,1019.6,,,8,8,Sc,11,,0.7,,3.4,4.2,7.4,6.8
184,¡¶¡÷,2025-02-05 4:00,2.2,,7.4,43,1016,,1018.6,,,8,8,Sc,13,,0.7,,3.3,4.1,7.3,6.7
184,¡¶¡÷,2025-02-05 5:00,2.2,,8.5,67,1015.5,,1018.1,,,9,9,CuSc,7,,0.7,,3.3,4,7.2,6.7
184,¡¶¡÷,2025-02-05 6:00,2.8,0,7.8,44,1014.8,,1017.4,,,9,9,CuSc,6,,0.7,,3.3,4,7.2,6.6
184,¡¶¡÷,2025-02-05 7:00,3.4,,9.2,41,1015.4,,1018,,,9,9,Sc,12,,0.7,,3.4,3.9,7.2,6.6
184,¡¶¡÷,2025-02-05 8:00,3.2,,9.3,43,1016.3,,1018.9,,,8,8,CuSc,7,,1,,3.4,3.9,7.1,6.6
184,¡¶¡÷,2025-02-05 9:00,3.4,0,9.5,42,1016.7,,1019.3,,,6,6,Sc,9,,1.7,,3.4,3.9,7,6.5
184,¡¶¡÷,2025-02-05 10:00,3.5,,8.1,40,1016.9,,1019.5,,,8,8,Sc,9,,3.2,,3.6,3.9,7,6.5
184,¡¶¡÷,2025-02-05 11:00,4,,8.1,40,1017.1,,1019.7,,,8,8,Sc,10,,6,,3.9,4,7,6.4
184,¡¶¡÷,2025-02-05 12:00,3.8,0,7.3,44,1016.9,,1019.5,,,9,9,CuSc,9,,5.7,,4.3,4.2,7,6.4
184,¡¶¡÷,2025-02-05 13:00,3.8,,7,52,1016,,1018.6,,,8,8,CuSc,7,,6.8,,4.8,4.4,7.1,6.4
184,¡¶¡÷,2025-02-05 14:00,3.4,,7.3,66,1015.3,,1017.9,,,6,6,CuSc,6,,6.9,,4.9,4.7,7.3,6.4
184,¡¶¡÷,2025-02-05 15:00,3.8,0,8.4,68,1015.2,,1017.8,,,9,9,CuSc,5,,7.1,,5.1,4.8,7.4,6.4
184,¡¶¡÷,2025-02-05 16:00,2.4,,8.6,71,1015.3,,1017.9,,,9,9,CuSc,4,,3.9,,5.2,5,7.5,6.3
184,¡¶¡÷,2025-02-05 17:00,2.8,,8.7,74,1015,,1017.6,,,5,5,CuSc,5,,2.9,,4.8,5,7.6,6.3
184,¡¶¡÷,2025-02-05 18:00,3.3,1,9.4,72,1015.4,,1018,,,8,8,CuSc,7,,2.8,,4.6,4.9,7.6,6.4
184,¡¶¡÷,2025-02-05 19:00,3.9,,10.4,55,1016,,1018.6,,,9,9,,10,,2.5,,4.5,4.8,7.6,6.4
184,¡¶¡÷,2025-02-05 20:00,3.7,,9.3,48,1016.8,,1019.4,,,8,7,,13,,1.6,,4.4,4.7,7.6,6.4
184,¡¶¡÷,2025-02-05 21:00,1.2,0.2,8.2,74,1018,,1020.6,,,9,9,CuSc,7,,1.5,,4.1,4.6,7.6,6.4
184,¡¶¡÷,2025-02-05 22:00,0.5,,6.8,64,1019.5,,1022.1,,,9,9,CuSc,7,,1,,3.9,4.5,7.5,6.4
184,¡¶¡÷,2025-02-05 23:00,0.4,,5.2,60,1020,,1022.6,,,7,7,CuSc,8,,0.8,,3.7,4.3,7.4,6.4
184,¡¶¡÷,2025-02-06 0:00,0.6,0,5.5,66,1020,,1022.6,,,9,9,CuSc,8,,0.8,,3.5,4.2,7.4,6.4
184,¡¶¡÷,2025-02-06 1:00,1.2,,5.2,63,1019.7,,1022.3,,,9,9,CuSc,7,,0.8,,3.5,4.1,7.3,6.3
184,¡¶¡÷,2025-02-06 2:00,0.8,,6.1,80,1019.7,,1022.3,,0.7,8,8,CuSc,5,,0.9,,3.4,4,7.2,6.3
184,¡¶¡÷,2025-02-06 3:00,1.6,0.2,6.5,63,1019.2,,1021.8,,0.8,9,9,CuSc,7,,0.9,,3.3,4,7.1,6.3
184,¡¶¡÷,2025-02-06 4:00,1.5,,6,57,1019.3,,1021.9,,0.8,9,9,CuSc,7,,0.9,,3.3,3.9,7.1,6.3
184,¡¶¡÷,2025-02-06 5:00,1.6,,4.7,53,1019.5,,1022.1,,0.5,8,8,CuSc,8,,0.8,,3.2,3.9,7,6.2
184,¡¶¡÷,2025-02-06 6:00,1.9,0,4.9,55,1019.6,,1022.2,,0.5,8,8,CuSc,8,,0.7,,3.2,3.8,6.9,6.2
184,¡¶¡÷,2025-02-06 7:00,2.1,,4.2,52,1019.9,,1022.5,,0.4,9,9,CuSc,8,,0.8,,3.1,3.7,6.9,6.2
184,¡¶¡÷,2025-02-06 8:00,2,,5.6,65,1020.6,,1023.2,,0.5,9,9,CuSc,5,,0.8,,3.1,3.7,6.8,6.1
184,¡¶¡÷,2025-02-06 9:00,1.8,0.2,3.1,70,1021,,1023.6,,0.5,9,9,CuSc,7,,1.3,,3.2,3.7,6.8,6.1
184,¡¶¡÷,2025-02-06 10:00,2.4,,5.6,66,1021.6,,1024.2,,0.2,9,8,CuScCi,7,,2.7,,3.4,3.7,6.8,6
184,¡¶¡÷,2025-02-06 11:00,3,,6,62,1021.6,,1024.2,,,8,7,CuScCi,8,,3.9,,3.8,3.8,6.7,6
184,¡¶¡÷,2025-02-06 12:00,4.2,0,5.3,53,1020.9,,1023.5,,,8,8,CuSc,8,,9.3,,4.5,4,6.8,6
184,¡¶¡÷,2025-02-06 13:00,4.2,,4.8,49,1020.2,,1022.8,,,7,7,Sc,11,,8.6,,5.2,4.5,6.9,6
184,¡¶¡÷,2025-02-06 14:00,4.2,,4.8,46,1019.6,,1022.2,,,8,8,Sc,12,,7.6,,5.6,4.8,7.1,6
184,¡¶¡÷,2025-02-06 15:00,4.3,0,4.9,48,1018.9,,1021.5,,,8,7,ScCi,12,,7.5,,5.7,5.1,7.3,6
184,¡¶¡÷,2025-02-06 16:00,4.2,,6.7,48,1018.9,,1021.5,,,8,6,CuScCi,10,,6.6,,5.8,5.3,7.5,6
184,¡¶¡÷,2025-02-06 17:00,4,,5,48,1018.6,,1021.2,,,8,7,ScCi,11,,5.4,,5.7,5.4,7.6,6
184,¡¶¡÷,2025-02-06 18:00,3.9,0,5.1,47,1019.1,,1021.7,,,9,8,ScCi,12,,4.1,,5.4,5.3,7.7,6
184,¡¶¡÷,2025-02-06 19:00,3.7,,5.2,48,1019.5,,1022.1,,,8,2,,14,,2.9,,5.1,5.2,7.8,6.1
184,¡¶¡÷,2025-02-06 20:00,3.6,,3.7,45,1019.5,,1022.1,,,8,0,,,,2.2,,4.8,5.1,7.8,6.1
184,¡¶¡÷,2025-02-06 21:00,3.6,,4.3,37,1019.3,,1021.9,,,7,0,Ci,,,1.8,,4.5,4.9,7.7,6.1
184,¡¶¡÷,2025-02-06 22:00,3.5,,0.4,37,1019.3,,1021.9,,,7,0,,,,1.2,,4.3,4.8,7.7,6.1
184,¡¶¡÷,2025-02-06 23:00,3,,2.6,45,1019.4,,1022,,,9,5,,15,,1.5,,4.1,4.6,7.6,6.1
184,¡¶¡÷,2025-02-07 0:00,3.2,0,2.4,48,1018.8,,1021.4,,,9,9,Sc,11,,1.9,,4.1,4.5,7.5,6.2
184,¡¶¡÷,2025-02-07 1:00,3.9,,3.4,56,1018.4,,1021,,,9,9,Sc,11,,2.3,,4.1,4.4,7.4,6.1
184,¡¶¡÷,2025-02-07 2:00,5.5,,5.7,42,1018.1,,1020.7,,,9,9,Sc,10,,2.7,,4.2,4.4,7.4,6.1
184,¡¶¡÷,2025-02-07 3:00,5.4,0,5.4,46,1017.7,,1020.3,,,9,9,Sc,11,,2.9,,4.2,4.4,7.3,6.1
184,¡¶¡÷,2025-02-07 4:00,5.4,,4.7,50,1016.5,,1019.1,,,9,9,Sc,10,,3.1,,4.3,4.4,7.3,6.1
184,¡¶¡÷,2025-02-07 5:00,4.6,,8.4,75,1016.3,,1018.9,,,9,9,Sc,9,,3.5,,4.4,4.4,7.3,6.1
184,¡¶¡÷,2025-02-07 6:00,4.6,0.2,5.7,63,1016.2,,1018.8,,,9,9,Sc,10,,2.9,,4.3,4.4,7.3,6
184,¡¶¡÷,2025-02-07 7:00,5.6,,8.3,56,1015.9,,1018.5,,,9,9,Sc,9,,3.1,,4.3,4.4,7.3,6
184,¡¶¡÷,2025-02-07 8:00,5.2,,8.6,69,1015.9,,1018.5,,,10,6,ScAs,11,,3.5,,4.3,4.4,7.2,6
184,¡¶¡÷,2025-02-07 9:00,4,0.7,8.3,73,1017.2,,1019.8,,,10,8,ScAs,7,,3.1,,4.4,4.4,7.2,6
184,¡¶¡÷,2025-02-07 10:00,4.3,,10.2,66,1017.8,,1020.4,,,10,7,ScAs,7,,4.1,,4.4,4.4,7.3,6
184,¡¶¡÷,2025-02-07 11:00,3.4,,9.6,67,1018.4,,1021,,,10,7,ScAs,8,,4.1,,4.4,4.4,7.3,6
184,¡¶¡÷,2025-02-07 12:00,2.3,0,10.2,72,1018.8,,1021.4,,,9,9,CuSc,5,,4.1,,4.5,4.5,7.3,6
184,¡¶¡÷,2025-02-07 13:00,1.6,,11.6,77,1018.5,,1021.1,,,9,9,CuSc,5,,3.9,,4.5,4.6,7.3,6
184,¡¶¡÷,2025-02-07 14:00,0.8,,10.4,75,1019,,1021.6,,,9,9,CuSc,4,,3.4,,4.5,4.6,7.3,6
184,¡¶¡÷,2025-02-07 15:00,1,0.1,11.3,53,1019.5,,1022.1,,,8,8,CuSc,9,,3.7,,4.4,4.6,7.3,6
184,¡¶¡÷,2025-02-07 16:00,-0.1,,8.8,65,1020.7,,1023.4,,,9,9,CuSc,6,,2.3,,4.3,4.6,7.3,6
184,¡¶¡÷,2025-02-07 17:00,-0.6,,8.3,71,1021.4,,1024.1,,,9,9,CuSc,5,,1.1,,3.9,4.4,7.3,6
184,¡¶¡÷,2025-02-07 18:00,-0.5,0.2,8.9,65,1022.3,,1025,,,9,9,CuSc,7,,0.8,,3.6,4.3,7.3,6
184,¡¶¡÷,2025-02-07 19:00,-0.6,,8.3,69,1023.5,,1026.2,,,9,9,CuSc,6,,0.8,,3.4,4.1,7.2,5.9
